interneurons	s1pyramidal	ca1pyramidal	oligodendrocytes	microglia	endothelial	astrocytes	ependymal	mural
Grin2b	2.38158151606464	3.14417834396394	3.99840525898883	0	0	0	0	0	0
Prkce	1.98768300851207	1.89903630001556	2.68685233218636	0	0	0	0	0	0
Atp2b1	2.74016206585782	4.23515355456722	5.87981682885506	1.7470625797678	2.94069846810426	2.68495305629384	2.30030380723029	3.50032194855866	3.3804802195496
Cdk5r1	2.00090987977871	2.29732549739971	2.62725463713806	0	0	0	0	0	0
Foxp1	0.771175311919211	2.20832118411003	2.58526372707335	0	0	2.44825762636837	0	0	0
Dlgap1	2.49791776875474	3.11074267975498	3.62877470360009	0	0	0	1.66505037181695	1.60678945501839	0
Nsg2	2.59932780718149	2.11547210852706	3.2657495072937	0	0	0	0	0.543851531948978	0
Camk2a	1.42130495561711	3.16608429183285	3.43824027118689	0	0	0	0	0	2.12249690107285
Grm5	2.5773215333146	2.49290944786027	3.87824036371946	0	0	0	0	0	0
6330403A02Rik	0	0.594737677000906	2.37505640311395	0	0	0	0	0	0
Rgs7bp	2.69031334728235	2.35854634856853	2.4326123402441	0	0	0	0	0	1.86094589694987
Rbfox1	1.87660905472567	2.55393478387655	2.89340081708036	0	0	0	0	0	0
D3Bwg0562e	2.6479214066919	2.67773907675875	4.08756732510676	0	0	0	1.26217807694132	2.71067439746703	1.99501958122981
Cacna2d1	1.16884652289891	2.53095103684341	2.77749962372316	0	0	0	0	0	1.76838220358552
Nptn	3.38001465935596	3.62262451535631	3.86384771622187	1.46014830011751	1.89770540550926	2.03857059826271	2.32826124789444	2.27889001639381	2.40571470142337
Cx3cl1	1.98049489753703	2.96273431872551	2.99611222326729	0	0	0	0	0	0
Ppp3r1	2.45290824473453	3.38076685881642	3.81063642218466	0	0	0	0	1.34498516410183	0
Mal2	1.15154188317444	1.55789089219583	2.53439451229534	0	0	0	0	0	0
Alcam	2.03854907556649	1.13092182102806	1.87507011618255	0	0	0	0	0	0
Slc12a5	2.2775428620298	2.34293736748205	2.47014952536855	0	0	0	0	0	0
Kif5c	2.92832026277774	2.95972094905951	3.00931143675007	0	0	0	0	0	0
Enc1	0	2.16498901447525	2.60150101279487	0	0	0	0	0	0
Cyfip2	2.61290236851752	3.3177387172032	3.36536601944447	0	0	0	0	0	0
Prkcb	2.73431091576092	4.46645854131087	5.02497908238995	1.41223742219495	2.13732632623588	1.62233851817705	1.15837207575839	1.56180669155511	2.06540246570044
Actr2	1.94145276497472	1.79743545156151	2.76643365252735	0	1.96160899703633	0	0	0	0
Atp2a2	3.38306536219228	3.66505072544582	3.48877291513067	1.75192466361842	1.35401907369582	1.45099177883241	2.49085498505478	3.19836716326611	2.98346996959796
Celf2	2.8260046305902	3.51653769173054	3.69083718689998	0	2.24615633289136	0	1.98285889535941	2.57521505612172	0
Slc8a1	2.08954782245866	2.34655646120003	3.82242059783634	0	0	0	0	0	0
Scn8a	1.67932156786974	2.46719892560535	2.76992560477062	0	0	0	0	0	0
Mmd	0.868764126632971	1.44696915912707	2.62617826691265	0	0	0	0	0	0
Gabrb3	1.41413640065942	1.80965276376613	2.5129935390118	0	0	0	0	0	0
Itpr1	0.509040356877829	1.852243783884	2.35775595963789	0	0	0	0	0	1.65232974565787
Brinp1	1.477915510336	2.80569075422978	2.53384060590905	0	0	0	0	0	0
Rasgrf1	1.57504822131333	0.931555435974276	2.61091419938976	0	0	0	0	0	0
Gria3	1.44876511479456	2.46541545682622	2.91480459692591	0	0	0	0	0	0
Rgs4	0	3.6818026116336	2.65439337244086	0	0	0	0	0.371933010376948	4.61950804098908
Slc24a2	2.00291689413382	3.04746359214476	2.61125364118036	1.87174007247534	0	0	0	0	0
Kcnd2	1.17984099305237	1.46544413469862	2.55840650193489	0	0	0	0	0	0
Egr1	1.03610972356184	2.39031941754562	2.48373586395196	2.00682145700762	3.57318603745977	3.08909560623678	2.10179100247446	4.00922683598328	3.3309524341511
Iqgap2	0	0	2.27424413238148	0	0	0	0	1.22257412595047	0
Wipf3	0	0	2.33039821896784	0	0	0	0	0	0
AI593442	1.89042876730897	1.73356146261216	1.73785736226931	0	0	0	0	0	0
Cadm2	2.98816545909769	3.1925039577559	3.16825312235337	1.28755223958523	0	0	2.67088688487853	0	0
2010300C02Rik	0	1.52850033234861	2.57340299993288	0	0	0	0	0	0
Wfs1	0	0	2.55079847926367	0	0	0	0	0	0
Plk2	1.13443682364123	1.72106241979033	2.92351929038353	0	0	1.99390759087506	0	0	0
Lpl	0	0	2.29338382341585	0	0	0	0	0	0
Neurod6	0	1.4125353058872	3.5241891424532	0	0	0	0	0	0
Hpca	1.70431349696052	3.18582329020439	4.55397576900966	0	0	0	0	0	0
Bcas1	0	0	0	1.72622306180664	0	0	0	0	0
Sc4mol	1.10599636774373	1.49372340049565	1.36569274694564	3.9562689506316	0	0	4.27295498100469	1.90989673267994	0
Psat1	0	0	0	3.58416574329836	0	0	2.59753168117741	1.89362802445782	0
Gltp	0	0	0	2.18585161217683	0	0	0	0	0
Scd2	1.91947726322722	1.83406310155709	2.21457591637811	5.56780697397431	1.93982818448776	1.89738514385558	4.55758522891853	4.27172307810445	1.83826298355593
Cyp51	0	0	0	3.03208237717593	0	0	0	0	0
Elovl7	0	0	0	2.93301825907513	0	0	0	0	0
Mbp	0	0	0	6.00348203961642	0	0	0	0	0
Tmem125	0	0	0	1.90432057518164	0	0	0	0	0
Arpc1b	0	0	0	2.08588437169332	2.77070482420181	2.29877680574548	0	0	0
Scrg1	0	0	0	1.19810356289917	0	0	2.87150078322681	0	0
Gjc2	0	0	0	2.06109422939654	0	0	0	0	0
Slc44a1	0	0	0	2.36942552642907	0	0	0	0	0
Cldn11	0	0	0	4.52455243347789	0	0	0	0	0
Slc12a2	0	0.927875289859123	0	3.34146172599152	0	1.14277493130763	0	0	1.97611540632678
Qk	1.65487189348772	0.735467817472851	0.882642200129865	4.73606857216847	3.34442389027132	3.38682296923243	4.25515475165213	3.43509671493013	2.37252575829601
Kcnj10	0	0	0	2.22011973587011	0	0	2.48736275306617	2.19232985879829	0
Gjc3	0	0	0	2.56789242937116	0	0	0	0	0
Tspan2	0.746647621048973	0	0	4.79649615506451	0	0	0	0	0.635940849102337
Cnp	0	0	0	5.57339241772331	0	0	1.52337611579718	1.92033309503857	0
Lap3	0	0	0	2.4355748031965	0	0	1.85365436966372	0	0
Gamt	0	0	0	2.3850283296328	0	0	0	0	0
Plp1	0	1.92328764666661	0	9.56107167321759	3.87931801042657	3.2725217247668	2.83857820279894	1.66840263315201	3.8915386007967
Fabp5	1.62211508845994	1.72756247696788	1.4404470958367	3.96466565227793	0	0	3.80981656706894	2.24751783225446	0
Tmeff2	0.484254286215244	0.63942447907533	0.446970536424838	3.04147031019447	0	0	0	0	0
Tppp3	0	0	0	2.08460414146387	0	0	0	1.0105006934008	0
Mobp	0	0	0	5.19736502380614	0	0	0	0	0
Cers2	0	0	0	3.31142914099517	0	0	0	0	0
Grb14	0	0	0	3.78721781661771	0	0	0	0	0
Cd63	0	0	0	1.93023832257663	3.10237959844562	0	3.36665197696996	2.95850953970285	1.77975724391791
Csrp1	0	0	0	3.59742688018247	0	0	2.65372010780456	1.30625886811148	3.16378361210418
Elovl1	0	0	0	2.53929538239244	0	0	0	0	0
2810468N07Rik	0	0	0	3.14413867731443	0	0	0	0	0
Sept4	0	0	0	4.40139842123277	0	1.24042842061795	0	0	2.85909284279759
Gsn	0	0	0	4.25761928824222	0	0	0	2.06764000200911	2.18572062689906
Prdx6	0	0.771367930240626	0.910852774180719	2.25445956027447	0	0	5.39592199519934	3.24065853766693	0
Pdlim2	0	0	0	3.78915832758161	0	0	0	0	0
Cmtm5	0	0	0	3.86811203913505	0	0	2.759399288383	0	0
1500004A13Rik	0.558829424206942	0.852750282265981	0.587476283990793	2.55037565628433	0	0	0	0	0
Dbndd2	0.486444805736696	1.02947949991301	1.05161710801868	4.01628370330852	0	0	0	0.406132328835072	0
Npc2	0	0	0	3.86004846161834	3.88763844897124	0.901706167155632	2.54864674546865	0	0
Myo1d	0	0	0	1.91300636629419	0	0	0	0	0
Gng5	0	0	0	1.88109284428422	2.60154251103442	3.12521495204903	2.41558916101694	2.94837859017672	2.00559258651137
Jun	0.882721703096892	0.866141972978946	1.16482104373636	2.56102092194895	4.20534576873561	4.0424063353178	2.04783377320259	4.38884682399739	3.57375919936779
Vamp3	0	0	0	2.09912508666706	0	0	0	0	0
Plekhb1	0	0	0	2.78206129626773	0	0	0	2.79213892338836	0
Mog	0	0	0	6.05158720955836	0	0	0	0	0
Cd9	0	0	0	4.18990531838386	0	0	3.21032223354417	4.30393158504214	3.75931074704246
Ptn	0	3.53284789996351	2.35322810672389	4.59140104125566	1.83180371015937	3.54408686303129	4.78043434367647	2.03518618159057	2.52500041070256
Enpp2	0	1.99202765411194	0	5.64467136217204	0	0	0	1.10894854303085	0
Opalin	0	0	0	4.10831431386716	0	0	0	0	0
Jam3	0	0	0	2.86192193393343	0	0	0	0	0
Ptgds	0	0	0	3.50049926601912	0	0	0	0	0
Pllp	0	0	0	3.21786098181187	0	0	0	0	0
Tmem88b	0	0	0	3.73685587930407	0	0	0	0	0
Ddr1	0	0	0	2.49874993822981	0	0	0	2.60678073588759	0
Carhsp1	0	0	0	2.04934158065759	0	0	0	0	0
Unc5b	0	0	0	1.92568859246031	0	0	0	0	0
Gpr37	0	0	0	3.50019508469815	0	0	0	0	0
Dock10	0	0	0	2.02978651763694	0	0	0	0	0
Tmbim1	0	0	0	2.32959245960236	0	0	0	0	0
Phldb1	0	0	0	2.63160114870403	0	0	0	0	0
Lpar1	0	0	0	2.40734117026415	0	0	0	0	0
Pcdh9	1.68465891389552	2.69494053894282	1.81256285027844	3.83109371820133	0	0	0	0	0
Efnb3	0	0	1.36206044500424	2.66451039335783	0	0	0	0	0
Ugt8a	0	0	0	5.5606604346368	0	0	0	0	0
Clic4	0	0	0	2.23520791702089	0	2.48701069452725	0	0	0
Mag	0	0	0	4.83162321718621	0	0	0	0	0
Ptprd	2.0016131656224	3.15890322466219	1.66002599111415	3.95980919958178	1.54293161202444	1.9878090408491	1.61548319114729	0.418161215704294	2.75843484036536
Rhog	0	0	0	1.85425418835968	0	0	0	0	0
Reep3	0	0	0	2.54868102541972	1.64385580355083	1.95894641852199	0	0	0
Erbb2ip	0	0	0	1.618977256407	0	0	0	0	0
Olig1	0	0	0	2.56568814480103	0	0	0	0	0
Fa2h	0	0	0	1.8227911504108	0	0	0	0	0
Dpy19l1	0	1.32459131978048	0.503520637439755	2.94104763045835	0	0	0	0	0
Fos	0.547767304264462	0.789873636553851	0	2.06742046957858	3.72733496280567	3.12457878689808	1.89205830751849	4.3531370600639	4.21081199138297
Fosb	0	0	0	0	2.89989612824485	2.24724540598331	0	1.64040303343063	2.09117348792216
Gprc5b	0	0	0	1.5027207789242	0	0	2.13004165869682	0.375665449755437	0
Qdpr	1.32906469931578	0.632403983777325	0.638940462059234	4.68755735413359	0	0	0	0	0
Mal	0	0	0	6.83576215359552	0	1.35551160903632	0	0	0
Ndrg1	0	0	0	3.20325933572945	0	1.02604602376321	0	0	0
Slc38a2	1.50781974361057	1.6687226763264	1.03159807920136	3.78233025215415	2.83673869753302	3.24162190984881	0	2.91918131462313	2.9549186610674
Cd82	0	0	0	2.18451806427775	0	0	0	0	0
Gatm	0	0	0	4.03280394291958	3.6429340804886	1.3477066731373	0	0	0
Phgdh	0	0	0	3.0341109764525	0	0	3.44853647872427	1.02756771224544	0
Ermn	0	0	0	5.16413554464688	0	0	0	0	0
Rnf13	1.0071154073962	0.798580700042017	0.914699643063199	4.24383941003379	1.98995901025119	0	2.01697142425179	1.53153776851928	0
Litaf	0	0	0	2.77597944888203	1.28288781166309	0	0	0	0
Cryab	0.708359039240593	0.865295663111428	0	5.06362160470451	0	0	0	1.90350318360662	2.20861322804097
Aspa	0	0	0	4.00963867378221	0	0	0	0	0
Car2	0	0	0	5.85359182537796	0	1.87381572408949	3.46400843607638	0.231278964240035	0
Car14	0	0	0	2.48631005050247	0	0	0	0	0
Dbi	0.785451028023979	1.11473724509448	1.05903965439202	4.66609385497865	1.7563050540515	1.52476896046981	5.20328118971249	7.57023501392445	2.15176735205492
Evi2a-evi2b	0	0	0	2.81737342071853	0	0	0	0	0
Pla2g16	0	0	0	2.40382468450431	0	0	0	1.28270976860103	0
Tnfaip6	0	0	0	1.99489205094101	0	0	0	0	0
S100a16	0	0	0	1.95612873082995	0	0	0	0	0
Glul	1.34872674589834	0.62909535228884	0	3.31736341698893	2.74785996831357	2.30688332592885	4.76561612339353	1.6485993955195	0.576003907478185
Anln	0	0	0	2.02799939585223	0	0	0	0	0
Trf	0	0	0	7.14767997418759	4.24104389908345	0	0	0	0
Hapln2	0	0	0	1.85280101912907	0	0	0	0	0
Gng11	0	0	0	2.59314316865079	0	3.15319886559404	0	0	3.09905799535397
Apod	0	0	0	6.30075224632831	0	0	0	0	0
Klk6	0	0	0	0	0	0	0	0	0
Pmp22	0	0	0	0	2.11861240842825	0	0	0	0
S100b	0	0	0	1.88990798690637	0	0	3.1437338892528	3.60230819600494	0
S100a13	0	0	0	1.6449347871182	0	2.2080174796937	2.21301676336996	0	0
Serpinb1a	0	0	0	0	0	0	0	0	0
S100a1	0	0	0	1.63735443800398	0	0	3.40192459189945	2.87535799409258	0
Btg2	0	0	0	0	2.71755762667609	2.10650806149447	0	2.90079407705461	2.84530325891549
Atf3	0	0	0	0	2.15378383011641	0	0	0	0
B2m	0	1.12118204572824	0	0	4.84577160389941	4.03255110522968	2.175511140355	1.28768803597631	2.15388389807696
Sepp1	0	0	0	2.06968178147839	6.14851838065272	3.93222461895315	3.93362349059208	1.65238572129557	0
Fcgrt	0	0	0	0	3.55484625166166	2.34711582980309	0	0	0
Zfp36	0	0	0	0	4.23830682676735	2.42115718828071	0	2.7558963051067	1.64382494186906
Zfp36l1	0	0	0	0	3.93922901290265	2.80741150542247	1.61762303313613	2.5423061360762	1.83662757519729
Slco1a4	0	0	0	0	0	4.6121481398038	0	0	0
Itm2a	0	0	0	0	0	6.0775577537415	0	0	0
Hspa1a	0	0	0	0	1.76557838500113	2.4573311691233	0	0	2.85418686082261
Cyr61	0	0	0	0	0	3.96132844933308	0	3.76137224835935	3.88765548737485
Slco1c1	0	0	0	0	0	3.75178798651625	2.67963518315513	0	0
Flt1	0	0	0	0	0	3.73991060992746	0	0	0
Pltp	0	0	0	0	1.96160899703633	4.00027996290769	0	3.43323199405928	0
Prom1	0	0	0	0	0	2.77185192636734	0	0	0
Sparc	0	0	0	0	2.5685055585031	6.0149297861154	1.20489082386437	4.59895026382803	5.08117095858725
Ptprb	0	0	0	0	0	3.83305713243324	0	0	0
Dusp1	0	0	0	0	3.33405239078188	3.41394245163323	0	3.12288152129767	3.05525701580542
Epas1	0	0	0	0	0	3.51536805697492	1.70529513627702	0	3.07391059002819
Hes1	0	0	0	0	0	3.67949628686471	1.68542878189546	2.3081272671273	3.79669536250406
Srgn	0	0	0	0	2.74660547690005	3.04410016277474	0	0	0
Ifitm3	0	0	0	0	0.756110207612568	3.64271285020766	0	1.03428126566168	2.38845128552814
Ly6c1	0	0	0	0	0	5.08911885903825	0	0	0
Tm4sf1	0	0	0	0	0	3.58839164892346	0	3.59462734802872	3.84165563922152
Klf4	0	0	0	0	2.15620078402157	3.40253711506066	0	0	2.33338199767005
Serpinh1	0	0	0	0	0	3.51487599670394	0	1.84221936316833	2.72823905040131
Anxa5	0	0	0	0	2.56933101605607	2.56971172990812	1.13190801034088	3.7627871568299	2.76871251802245
Gimap6	0	0	0	0	2.59472733691366	3.30549614101878	0	0	0
Ctla2a	0	0	0	0	0	3.7631273913275	0	0	0
Igfbp7	0	0	0	0	0	3.34197257249677	0	0	4.03906381117859
Cldn5	0	0	0	0	0	4.16400231737163	0	0	0
Tmem176b	0	0	0	0	2.81488290254679	0	2.33329436510394	0	0
Sat1	0.974095438006684	0	0	0.856331158952677	3.64617884121813	2.03857059826271	3.1693602783421	3.10395314522633	0
S1pr1	0	0	0	0	0	1.43938423352473	3.4528791945021	0	0
Mfge8	0	0	0	0	0	0	4.15040796118926	0	3.96381690471911
Timp3	0	0	0	0	0	0	2.28293319625007	1.92195766328803	3.27378343521142
Bcan	0	0	0	0	0	0	4.12343793046874	1.57796678114513	0
Ppap2b	0	0	0	0.962698530079159	0	0	4.67478298478715	2.70981876948807	2.37405144080667
Slc38a3	0	0	0	0	0	2.14538455607052	2.97752557839378	0.618311240674625	0
Gpr37l1	0	0	0	0	0	0	4.92496744735741	3.71423941347771	0
Atp1a2	0	0	0	1.14224976268109	2.17209252172679	2.82563989730617	7.09367738834667	3.11202908662775	4.89624701918301
Slc4a4	0	0	0	0	0	0	4.02534537202828	2.16043180102961	0
Slc1a3	0	0	0	0.76223062946094	0	0	6.16355621075224	4.04649567355081	0
Rorb	0	0	0	0	0	0	2.72266109871628	0	0
Gja1	0	0	0	0	0	0	4.82484247235179	3.47117663708309	0
Acsbg1	0	0	0	0	0	0	3.58069366312297	0	0
Cldn10	0	0	0	0	0	0	3.86562466050339	0	0
Ntsr2	0	0	0	0	0	0	3.73514297448531	0	0
Aldoc	0	0	0	0	0	0	4.95340960807272	1.60105095777941	0
Serpine2	0	0	0	0	0	0	3.63748359180816	2.95739502075863	2.41373670639593
Ndrg2	0	0	0	0	0	0	4.45305629321336	2.35988826950397	0
Mt2	0	0	0	0	0	0	5.42817435989335	3.61166358908865	0
Apoe	0	0	0	0	6.72462468070764	0	6.5855167921969	4.8810046541376	0
Pla2g7	0	0	0	0	2.72711679062968	0	4.5292598703283	4.02614630294462	0
Mt1	1.05399527702042	0.866409767542762	0.588106093116598	2.35666953629747	3.11732256041108	2.52183538969206	6.79302139611807	5.40413058878887	0
Mlc1	0	0	0	0	0	0	3.20885568095509	3.11503001549146	0
Aqp4	0	0	0	0	0	0	4.81823731409589	2.9993688556884	0
Ednrb	0	0	0	0	0	0	3.33469657188678	1.10603738269599	0
Fabp7	0	0	0	0	0	0	3.95645612492911	0	0
Sdc4	0	0	0	0	0	0	3.13362456119921	2.44132440087435	0
Gstm1	0	0	0	0	0	1.52375671861342	4.35663351351203	3.26954687001883	0
Id3	0	0	0	0	0	3.36997835285594	3.23870905466231	0	2.54311476255397
Acta2	0	0	0	0	0	0	0	0	7.1815525544272
Myl9	0	0	0	0	0	0	0	0	6.03380835088762
Crip1	0	0	0	0	0	0	0	0.618311240674625	6.46071175730466
