2338	2339	K562	BJ	HL60	hiPSC	Kera	GW21+3	GW21	NPC	GW16
GNG5	8.7358755467919	9.0047822634596	7.98225182459886	8.20959957731168	7.01189422270095	8.09689845144103	8.34511202989977	3.78345665436024	9.80627571753083	8.70134112088262	1.52091060309536
GPN1	6.72643404351714	6.03386345186628	7.43683124985615	6.31885910596865	5.52441036978223	6.72060384059729	7.83771664977738	0.659924558402378	0.333423733725192	1.84398384404833	0
GPX1	8.03398768959295	7.58856473740135	0	5.89360490485829	7.26846836356357	7.81056258639788	8.02346631087297	5.00495075995105	0	6.38180248316877	0
GRPEL1	6.32596775985422	6.21761848535105	7.48778596473448	6.68173035543585	8.90831487560151	6.4504022216362	7.21525011127008	0	0	2.76128527336162	0
GSTK1	7.69396785207588	6.75181181986212	8.02904275738282	6.97945377741666	4.66716625584789	3.36254336231511	7.07747952483819	0	0	4.86492897228979	0
GSTO1	5.66020014183298	8.32476560848727	8.50600989629576	9.3151042649976	6.47937614326184	6.72571032403491	8.6301751905125	0	0	4.93451650158608	0
GSTP1	0	10.8962037212787	11.8824652306418	10.5159954422275	10.2148662225403	11.7159622361246	11.9332295403724	8.76546844451592	10.7052003780631	10.8548294330843	9.34806372343376
GTF2A2	8.34390804479327	7.97234802007957	8.2097976689272	8.21626083716506	6.03990837608009	7.57545885156237	7.87468396049051	7.71513833827546	1.30451104180995	8.30528657395388	0
H3F3A	7.44247816288896	6.5963388642052	8.3625235456463	0	6.29602606675085	8.83034046594463	6.53813248178196	7.79636413813963	7.48099210369791	8.61860574423154	7.1915600520464
HAT1	6.78411390126702	6.11997860965488	8.58602184250323	8.43625347099798	4.70267286203988	7.39397932928725	8.39953293452413	1.29865831556452	0	5.76712507726907	0
HAX1	8.91642922835969	4.73063995591679	8.80568498117039	8.17447633033605	7.3891451364018	8.21144935894517	8.27308033915669	4.72955277045397	5.5090623863619	0.782408564927373	0
HBXIP	8.60302740861578	8.35319094393789	8.93551216865636	8.67817756738391	7.60362576722531	8.20316579226404	8.39280774378723	8.32705856274109	6.70251902915328	7.74819284958946	1.45236728038691
HIGD2A	7.2245325653646	8.23035674505615	8.58217955415751	7.45220004940622	7.61109144011323	8.31096207525764	7.8106675356231	4.44161626940656	6.97659276223859	6.22824149703314	0
HINT1	9.45656563781014	9.97173034500073	10.2674985312842	9.91348784071516	8.62619136149864	10.0770419004128	10.1400750744431	9.90061023897869	9.86977889113204	9.92782239759024	6.84946924991572
HIST1H4C	9.73557882835854	10.7771073388811	12.7104432001315	12.0478328129856	12.9028735902791	11.7311157635733	10.9368327336497	11.8013284396144	10.2322650165446	12.2699623584264	8.54944188039823
HMBS	4.18562259958008	4.76234881564413	8.91104523356175	4.11603199344711	0	7.38852108141649	5.78263131140796	0	0	0	0
HMGB2	5.92410957027671	9.94721319819777	9.58567424863247	8.63048556073541	9.57421941256975	9.2289579099558	7.45191128809094	2.52857131887076	3.64270157183323	11.3075025251707	0
HMGN3	8.55731880471159	8.1143149637124	7.19659451795797	7.96491840784853	4.00168811786593	9.21700480527091	7.80934315241004	8.22361561718727	9.5031300561522	9.91971250809574	6.04767975216062
HPRT1	7.190132348463	7.90291771903359	6.98708584858552	6.74160181141324	4.25418778234397	7.61862056918937	6.95285744188248	0	0	1.85199883711245	0
HRSP12	7.58994441847645	5.02014657311178	6.551681519859	6.60599798023252	0	7.2427259927779	6.35823388345374	0	0	4.04788732939655	0
HSD17B10	6.63017586777749	7.96572657570626	7.96042849936386	6.62219827852365	7.08055107339003	7.28687445665678	6.96560790805913	0	1.64154602908752	3.62993940943954	0
HSPB11	7.36602942949436	8.57595516709661	8.12219381107342	8.35146932426708	0	6.0074314446861	7.89540166508677	0	0	7.27882111921072	0
IFI30	6.38905152508079	10.9367336247861	8.06900694048941	5.8040019151793	0	4.25478834717125	0	0	0	0	0
IFITM1	12.2234574088307	9.65074661146545	12.0397925904257	7.60644222813161	0	11.1850813488967	10.8216239593788	0	0	6.35684807923652	0
IFITM2	9.58129453160512	7.60755224976126	10.0558313016643	10.2125693388508	8.13143750863365	9.18198220036103	2.45017258518779	0	1.26903314645524	6.07638806851284	0
IFITM3	12.4531182501046	4.56803210477128	9.8590217792033	11.5207316168639	0.961098924198184	10.0384176488906	11.7176863823532	0	3.91838623444635	9.12013417585824	0
IMPDH2	5.63894031576485	7.52630360620646	8.20217275771975	6.5915597458278	8.63212786572168	8.94754023460963	8.0660202461696	1.0703893278914	3.32912359629157	7.71342088486808	0
ISG15	9.60102537155459	8.27575204882853	3.45203488769823	4.7771566660045	0	4.79076742458173	8.8724113685877	0	0	0	0
ITGB1	7.56897797001782	0	5.36219740867093	9.99787101827316	0	6.53223570442069	8.64497821628278	2.28983446517751	3.46205231879643	4.46074256378964	2.79971841151607
KPNA2	7.51260596875517	8.09782145517113	9.63051062360755	9.55570113971173	7.56102084686386	9.78287345627042	10.0408900472244	9.2477139408043	0.27500704749987	10.4774648414019	2.54272507567252
KRT18	10.8242127497889	0	7.21107494238612	0	0	8.76518748797154	9.10508265321209	0	0	1.54596836910529	0
KRT8	9.59228817359661	0	7.49381440305624	0	0	7.28828876777832	7.99034607204145	0	0	0.622930350920177	0
KRTCAP2	9.53629479111343	6.90917305628501	8.81034480511085	8.30592493460186	7.83552536732877	8.11629057919451	8.4410095910937	4.2364926183813	4.41345868800798	7.82005128463813	0
LAMTOR2	8.02378986062592	7.28881994409049	7.46420367800506	7.45779126025604	7.12007847171283	6.92706084053106	7.64826483898742	5.08533966935737	0	6.06695024392463	0
LDHA	9.86234021065179	10.6880754264078	10.8159356352153	11.1849806905039	9.9493280516175	11.8669627760111	11.3986925706325	3.10265813136374	7.24355484277846	11.2626938858637	0.495150708284353
LDHB	0.178071905112638	11.1620891620282	11.3646734081339	10.8686682475883	11.5965507873773	12.5456537400519	11.3538087852513	11.0293217407908	11.1344199025241	11.607126842409	10.0674107195875
LGALS1	8.57191940877105	7.55382125653269	8.50928198369051	13.3708930633636	0	6.3453293239027	11.1370131629276	0	1.56071495447448	0	0
LINC00152	8.21049632579671	5.86021792474585	8.39409591720006	8.5407867415276	3.78858750611839	5.06821349630309	8.42028847401923	0	0	4.31251996747495	0
LOC401397	6.51450364468071	6.37068740680722	8.36599783301488	8.42273758653753	7.39020854198326	7.67895716863902	7.04751300760311	1.09085343045111	1.05658352836637	8.08358569723832	0
LOC541471	8.61057023032262	0	7.31529529006597	7.91133206157122	3.93353587145837	4.64727108980095	7.49769182058753	0	0.910732661902913	1.33913738491959	0
LOC550643	5.36724761600301	7.15775113653965	0	8.0557704828425	0	8.25244780973156	7.51300278849287	6.65492239118093	0	8.52473758701238	0.334513382754815
LSM1	6.10694253148421	6.82119997805645	7.31248069639685	7.90134963765088	4.21500000904034	6.75712012190413	7.39544250942108	3.24640808724638	5.67016051412663	0	0
LSM10	5.7594747412665	2.72900887033786	7.23563079973074	6.56361576562977	0	7.1941606479542	7.15988646978442	5.66931028620247	0	1.67355642399014	0
LSM3	8.61485492147368	9.012065787874	10.1975087762699	9.37970326180091	8.53290352239429	9.16489858947592	9.54933514305184	8.40258575823259	8.904664724537	8.36610360752657	1.58228052027552
LSM6	5.36813339430346	8.50866633534206	6.97198944453893	6.64284594962078	7.61967038831604	8.09952259067258	7.57082834370978	1.26903314645524	0	7.94538530800853	0
MAD2L1	5.91363403322827	7.60288440871842	8.42464996679487	8.45294130797121	7.54132447851483	8.69323035530695	8.13281558049082	0	0	9.22279490286811	0
MARCKS	8.43810518503706	8.04745114041639	0	8.61684286630834	0	8.33397841573674	7.60083849228085	10.1283939398545	10.5561898916359	10.7824331382392	11.5661846235417
MDH1	8.06861597410827	9.49803141436863	9.17431539601107	9.41831646499879	9.32128306842352	10.1376444600255	9.60880439737969	9.66766154234323	7.32885441165772	9.18544536749745	1.69350890953681
MEA1	7.63198170917395	6.7816219978706	8.90798614448391	8.41015451375957	7.31606543001055	8.45339947481398	8.29660469419062	4.68594014844598	0	5.0232553523003	0
MED10	7.1449051640748	7.17442639367725	7.39959312920695	7.25663329505992	0	3.41024650083354	6.66668635838159	5.65133876610593	0	3.6564963705535	0
MED28	5.93535918771295	6.6906964439777	7.06101087228879	6.56468301696364	7.1920983126641	7.03311691140308	6.89541881744404	0	0	6.87700799321402	0
METTL5	8.31619932239826	7.68215188795627	8.55742591412111	7.33681894254764	7.21622136237221	8.18947263254441	8.00180730193479	0	1.04264433740849	6.69390506938195	0
MGST1	9.95715404140058	5.94040169796984	7.46118306188018	10.3608580552029	9.08147354832652	10.5762913191207	8.93434471602456	0	0	0	0
MIEN1	12.5706361173704	7.04756020002569	6.47270029938708	6.38560359805024	0	6.75172839754682	6.81604366095275	5.99254185910911	0	2.89530262133331	0
MLLT11	0	0.27500704749987	6.75379309866207	6.28429202639431	0	6.33808296320448	2.01141470079565	11.9591144596496	11.0732713007788	4.54225804976692	8.18384049318507
MMADHC	9.48505523996788	8.19716753741605	9.23790913582745	8.57984388621158	4.92588669919972	8.74728603484206	8.6911795185223	7.93150578186973	8.37234272301749	8.13504228623365	0
MNF1	9.46609147808398	7.19199684666977	8.71995993815922	8.41599522099608	8.43953735668607	8.71985346556627	8.79216190650425	4.74953426766926	0	8.66764380367151	0
MORN2	6.14291293081167	0	5.75100315927214	7.23141320720433	0	5.15718824140981	5.36902818036584	0	0	5.9518675043269	0
MPC1	7.28762465392491	5.17592374206376	7.46436258940028	5.85673675611911	4.09244188549951	2.06009301376593	5.53961114405956	7.39137249163957	6.90797221133397	0	0
MPHOSPH6	6.62883056073781	5.52794609890826	7.28515995053956	6.97865326490861	3.67637131889827	6.88310132000742	8.07307057875886	1.0703893278914	0	4.40463068421761	0
MPV17	5.27469808776986	8.14486214291573	7.62307482021144	7.93439855243498	2.15855071421163	6.97802117282719	7.85208723208523	0	0	2.65764000520782	0
MRPL13	9.27741373927287	8.30961277245412	8.51433001693477	8.58616424593091	7.99345164661029	8.40022762573202	8.43492735707779	0	1	8.27575204882853	0.423998453277475
MRPL14	8.95783483648384	8.4198759304222	9.4812198892392	8.24636057938301	8.2448831579369	8.14907948906133	9.6626037444507	7.51443791382931	0	7.75241409996308	0
MRPL18	7.98716743616917	7.10915157917052	8.78880061620986	8.67965602719799	7.02496995295099	7.23134235338586	8.22881941184304	7.35939817627605	0	6.67919857056692	0.407787714431286
MRPL20	6.83168679867	7.62278396615612	8.79287071791755	8.16087986183931	8.83794995935121	7.70906281213339	8.58897431530849	6.59290547379686	2.07382023329167	6.30979464387458	0
MRPL21	6.56865776091531	7.57818396809009	8.68590511371887	7.49089097889429	8.44837810864623	7.68131050771784	7.52231774593156	0	8.04941295311848	3.38681094647222	0
MRPL27	8.03249975047905	7.07274895156064	8.68591055770383	7.69167373779609	7.44930105976024	7.82507510231235	8.76878323894868	4.85149920246126	8.49409554494063	7.44923120066949	0
MRPL32	7.90936701645639	7.16791986555194	8.28470741396091	7.99520183149718	7.74499583235997	8.13318780232374	8.23767425079235	0	0	5.19337751056436	0
MRPL33	7.9196636361157	7.44302640697434	7.78234889071122	9.19214483815997	7.83485668831538	7.65126164611468	8.04342620882544	0	2.24792751344359	7.23783136909528	3.39343930035122
MRPL36	10.2236957501122	8.65216378846684	8.84118966562748	8.11493957462849	6.83634691664837	7.8181956609969	8.16952400136318	6.42105494692424	0	5.34731131636529	0
MRPL39	8.04490278618646	8.65474342118394	8.45279711237982	8.08097737415892	6.04570245279884	8.48862297110533	8.62076319838664	1.82374936030827	0	7.49904859773388	0
MRPL40	7.41477230584774	8.18487534290828	9.90239272584998	7.17462612994241	7.90432938808387	3.31541239931492	8.24200332344025	3.82171021503467	1.18269229751619	0.782408564927373	0
MRPL47	7.1104213498891	6.34571570878414	8.31848825815816	7.78430766672839	7.61683469792962	7.73006900476986	7.68222854714493	2.26303440583379	0	6.65033375384593	0
MRPL48	7.61522406779281	6.73890291428176	7.60069016793467	6.18784690943957	3.56193654243864	6.51962514727607	7.08382040274596	0	0.53605290024021	7.09697863637054	0
MRPL50	8.03744169625038	8.11566794574286	8.14572174531536	7.67313237214536	2.29161511354996	8.30410037005868	7.9694110299372	0	0	6.73416766115076	0
MRPL51	9.47981196226284	9.15415988749782	9.2360175303235	9.39983331660714	9.62762149308356	9.6059059756616	10.1016231282457	4.04614178164472	9.44575980445338	9.12541347048331	0.694783405881363
MRPL55	8.0775599087431	6.65935375917005	7.85949522222701	6.42240121557753	7.22739319865458	6.81255643890221	7.87577225967278	4.28762004411207	0	7.47297508612399	0
MRPS15	6.55121915140083	7.19081236791614	7.81746081493483	6.49537538094463	5.2670088114207	7.59856149431082	8.05839502772577	0	0	2.96532254836725	0
MRPS17	7.03181500286091	7.42961596420174	7.61072831016692	6.50414365228547	4.91668541618989	6.56688052714071	6.9165006878998	0	0	1.67807190511264	0
MRPS18A	7.992654220905	8.17457619846851	8.79787224038175	7.34438468641748	7.49185147106954	7.39347737764856	7.61347488637376	1.59454854955035	3.11603199344711	7.70279604433096	0
MRPS21	9.40784609455026	8.82295316218384	9.62491448667506	9.15236090506633	9.33699163954809	9.55069861391866	8.89088189990908	9.00481034757482	5.35790383855249	8.47864829453918	1.83038446351462
MRPS22	5.13175156756252	0	7.83253527552393	6.4797802640291	3.87889500399712	5.90896485086769	7.45773242157835	0	0	1.26903314645524	0
MRPS23	7.0651149627947	6.74362267606765	8.03002321882891	6.86925452711547	7.69586877232756	7.06219229709617	7.47796342121818	1.0071955014042	1.53605290024021	1.73984810269933	0
MRPS24	8.17887395590215	7.55926235872489	8.17422166572529	7.45137598184461	5.55434393074333	8.80415811872543	8.45004621716999	5.89044669267991	0.739848102699327	8.29952858166843	0.772984184552646
MRPS28	7.18536318401841	7.03188036558718	7.35700976570811	6.10768786931437	4.31017517021286	6.91329690456486	7.29530497427039	0	0	4.69488019279919	0
MRPS33	7.17219883490773	7.80309784950483	8.12759872064551	7.19711838004716	7.27907616179443	7.44545739366269	7.75614435372236	0	0	5.10852445677817	0
MRPS6	5.01164722347147	7.23840473932508	6.42042337641171	6.4916927879745	0	7.77254826446903	6.30534455283038	1.30451104180995	0	6.68060566620259	0
MRPS9	5.33053666025978	1.93357263826102	7.29963775459282	6.87270565743652	1.92178091208486	7.254836887321	7.19897177456294	0	0	4.86740230572754	0
MT1X	8.76787967159862	4.42492208821069	3.03687691847525	8.32273938269455	7.28523413977459	8.73948470528178	8.73613665320379	0	0	1.40599235967584	0
MT2A	11.2922192267304	2.80322703643493	0	13.8701566235606	8.80028508628055	1.75776161764773	13.7454262442373	0	0	0	0
MYEOV2	7.62756767932569	8.01424369405681	7.5166777728538	8.95402178026901	7.91289585156545	8.48797626435811	8.64384773463055	7.22052343641151	3.83289001416474	7.66647256884207	4.1315172029169
MYL12A	11.3888715661484	9.57179055877512	9.68486684446598	11.1666777906164	8.78939597526933	9.44477631180162	10.5100203883878	1.67807190511264	0	7.82839040156897	0
NAA20	8.29984476727891	8.23069297602723	8.40370924508106	9.21424625557482	7.68052399919334	6.5717783022081	9.50998426968679	7.24678809384436	0.565597175854225	7.64349547092277	0.905735515264918
NAE1	8.16184858914372	6.51238492946103	8.03867720052372	6.58571370877816	5.72894486718619	8.1605845885995	7.40829147892097	0.641546029087524	0	8.70255365895948	0.386998162555587
NDUFA1	10.1587788519283	9.59753117422421	11.143769350424	10.220209015744	10.0537418795891	9.396065530094	10.1804184714901	9.57531233068744	9.67454539384586	8.44918992361297	3.74858422014309
NDUFA12	8.70162987870368	9.72490602186941	9.31834816896417	9.40032444683857	8.82695830801914	8.60969495770333	9.32439708725991	7.33574763429973	8.5206972458801	7.76208300356767	4.21306023899203
NDUFA7	6.94128889519388	7.74859540599096	8.30093306614501	6.61500424163503	6.41558406710669	8.01894312126258	8.1209555289079	0	0	7.03254169727004	0
NDUFA8	6.96950520832277	7.26341005875634	8.44321454707215	7.20114373205303	3.58916311613953	7.15074636485475	7.27732756078046	6.5837597536395	1.76128527336162	5.97246290720214	0
NDUFA9	7.4834485374749	8.15997222101611	7.67814215660453	7.70708299177171	8.28141732364093	7.08900327840357	8.33466713400103	2.4032677223393	0.333423733725192	0.687060688339892	0
NDUFAB1	8.74043368927341	8.72458206403889	6.63556770394481	4.94157586181824	7.20924944021077	8.89684383477421	8.60229894539395	7.67602757865169	7.84624256510951	8.29011102897418	0
NDUFB2	9.13979760000775	9.20879522962193	10.4861828717368	9.42838111152246	9.35433143945627	9.13464390667782	9.96265721885474	9.60655326873516	9.78050695993484	8.38037447914243	6.59091295821495
NDUFB3	7.83351526896555	8.62632961621641	8.66442948166419	8.92697788881558	8.63906875787364	8.01992358636522	8.71693873074964	5.5453506448223	1.35049724708413	7.88898672118656	1.55310714804548
NDUFB4	9.12536203531431	9.33199177823206	8.86593367690316	8.93014594790882	9.10989107261197	9.53577564401048	8.79521039065444	8.42202270447976	9.87693127819154	8.57538797336885	3.16825595775638
NDUFB5	7.38919952520194	8.00489459664044	8.21635648362233	7.98726401207254	6.16048960545909	7.63841664839468	7.41027980725943	7.66405611271822	0	5.79779120047889	1.45896408165356
NDUFB6	7.06320917056972	7.61191006735408	7.74215275166621	8.36045207176887	6.72973666046905	8.25699418813429	8.20709312773743	7.75935560233225	7.28725064325462	7.30213623462205	0
NDUFB7	7.77672123288518	7.89421146153777	7.80326830659473	7.30158764660319	7.76459212380295	7.76665202068638	7.88137774430332	6.62862780216015	8.20359271420771	7.43128865429159	3.37685574684562
NDUFB9	9.6159726116763	8.86164526053022	10.3134638564898	9.02956331443266	10.4161206083066	9.27731664330156	9.3993593113682	8.31537602721884	7.84762115579338	7.57561487761963	3.43404333490334
NDUFS4	7.84325805480309	6.90917305628501	7.54002255759386	8.34180788924394	7.27339900991503	8.71570301619779	8.16408583160214	1.80322703643493	7.99706654539873	8.70244976704708	5.92417190100405
NDUFS8	7.90860255186364	7.7353190809295	8.33035408353221	7.23246889628851	7.16829254708738	8.12514682148436	7.27320225385966	5.13298804262744	6.89421146153777	6.45285896471381	0
NDUFV2	9.48118982616072	10.0146063589889	10.2442581073863	9.31786479839195	9.10741139462957	9.49320341402221	9.43205051497842	7.1197711619529	6.66305992374782	8.28364401937092	2.33927260588765
NEDD8	10.303358296207	9.89192037311687	9.56059935623903	10.6375486643437	9.98811581043124	10.2194208563682	10.559818361932	9.55001563465536	9.90324921026611	9.93150578186973	5.87253066073704
NGDN	7.94504024446112	6.27649666564036	7.1575526987232	6.7348450781895	4.1866570594047	6.46200216176562	6.67883789424	6.71603060669904	0	5.43529521564717	0
NGFRAP1	7.76759846032673	0	0	9.56584466090127	0	10.1259554147945	7.93456269866543	10.4856079577547	10.8120890400477	9.84599177066457	10.1706507938003
NHP2	8.47333758310116	8.67345042271353	9.31598730173607	8.14934066928622	9.51906114680475	9.30311912232994	8.95501474465333	7.47735352663456	7.19986861652443	8.54337988162668	0
NME1	8.96695757983242	9.96989011749202	11.1195147770451	10.0074057669579	10.4515107265089	9.81225962001665	10.3542555021378	9.5070810431207	5.82553125118962	8.3262047507653	4.71511262851049
NME2	9.55878764859849	9.85878917542284	10.4139820568532	9.34613694332619	9.08254137122838	10.4749443562402	10.7548287253335	8.94772459270913	9.59011917410717	9.02170180007169	0
NOB1	6.1148737435309	4.55151601762801	7.62807048606772	4.52105073690096	3.28453893101712	6.58835558015562	5.87723238783743	0	0	0	0
NOP10	9.47704691097604	9.65008239135015	9.90696977418129	10.4085951127981	9.25159138018029	9.56614051248198	9.95484724124443	8.38810341382138	0	7.70501025298183	0
NOP16	6.96160245156775	8.56875418388694	9.77316494742597	7.37616881059537	9.59676599358185	8.27073831566105	8.92229225468203	3.70818723602071	0	0.678071905112638	0
NPC2	8.45607080833384	5.29975751183932	5.35723275594286	8.78339117107308	0	7.86970524997596	9.052102405097	0	0	6.24317398347295	0
NREP	0.86873522454303	0.263034405833794	0	7.24231668224486	1.67291816372553	8.02203090562099	0	11.7083726316693	10.4823642925554	9.27696185606159	6.66270169655221
NSMCE1	6.03878238451401	5.35790383855249	6.50943016774909	7.61257366358217	5.18897083607754	6.69530568608604	7.01320781701925	0	0	3.80012335282653	0
NTMT1	5.45454091357813	1.63226821549951	7.28331909736425	7.11280436995477	0	5.65650068015067	6.75790257706714	0	0	0	0
NUDCD2	6.38083200045778	7.1622906135458	7.52257937371732	6.57561487761963	0	7.89170650299347	6.83889781937654	0	0	8.74812574593397	0
NUDT1	6.59506648341266	6.04417551263921	6.76726032827243	5.73552217729654	7.02531003293832	6.83794126866827	6.96716781960302	2.56803210477128	0	6.5713734359732	0
NUDT5	7.27196741175638	7.96624587322494	8.24971129065213	7.834407841807	5.27761752099616	7.93505147844683	8.21531133951311	3.64154602908752	0	1.70043971814109	0
NUP37	6.42367518922267	6.27593823906443	7.89843168126689	7.41168045765175	4.48467886955461	7.5696251359522	8.04748339380159	0	0	6.89372623659722	0
NUSAP1	6.59269542657324	7.65463602852797	7.75782591231924	8.00455757085456	7.28915332051211	6.97726036742904	7.34810514100273	0.948600847493356	0	9.91816258506818	0
OAT	8.52938259383415	0	8.38603195276777	7.98036810528749	0	7.9334490256187	9.18110228444195	0	0	0.748461233004036	0
OAZ1	8.75898379909566	9.62185041395884	9.02035330316684	9.57654103311111	9.71347619466125	9.465411149361	8.96885972909569	8.02972894155423	9.01237312769853	7.75401895208599	2.01444809836069
OCIAD2	9.42681030758527	7.7901855632105	0	8.14450529885511	5.93083383387524	8.47037449841113	9.89465613414342	3.22958792274065	8.24972975607757	3.88752527074159	0
OST4	9.10546102224024	10.1285614890275	9.58791660879445	10.8189416082117	9.57768013770939	9.69960583686057	10.5223104350408	9.39701141831696	8.93073733756289	9.33797862945699	6.26299057262146
OSTC	8.86505030743171	9.02649577792009	9.39167065181016	10.1372345303162	8.95486011278835	9.44124915168375	9.67100115782517	3.4541758931858	9.45616957400977	8.65011830295957	0.510739863705226
PAFAH1B3	6.28890586672036	0	6.74484953411671	5.11478344724985	0	7.35916942953491	6.00803815514284	8.0478328129856	6.21140163741847	8.39754629261807	0.827675914306277
PAIP2	7.50222588444701	7.76148474727011	7.55874024031256	7.41362792902417	2.46989067687769	8.49578870155701	6.52593753237174	6.61249994573944	6.22881869049588	9.34571570878414	0.678184606858113
PAK1IP1	6.79367854543086	7.5913353357414	8.09558910904017	6.77412814429358	6.29933785143708	7.88341533348842	7.75543273008421	2.8499992594661	0.263034405833794	3.25247621413522	0
PARK7	9.05347769790022	10.0856848974803	10.6030437340658	10.0111154142634	9.87417056847142	10.1913578226032	10.6651045760211	9.17849057188179	10.3101014999165	9.82692976598958	9.01210920288118
PCMT1	7.92966046189924	7.83118054712674	9.19757833089809	8.60173365292229	7.45404769542537	7.35210776450226	8.12672185989727	6.80051167862158	3.20476675065461	7.95483607357286	0.287656165343718
PCNA	5.53427568910695	9.22513511959012	8.81720477596884	8.18164922381533	8.61349423303645	8.04725027869914	7.78643895299243	1.4541758931858	0	8.68046501837983	0
PDCD10	7.92113936864367	7.02779544098985	7.97705079248366	7.46393301087224	4.83528422280979	7.47184508954446	8.04637696340387	2.54596836910529	0	0.604071323668861	1.1403297162276
PDCD5	9.34299704598638	9.00537191510332	8.82917285368982	8.85679899356183	8.52283107666585	8.21882508464308	8.95828535844601	6.17971008387062	8.81397353773301	8.20540228837288	1.68853410319203
PDRG1	5.93363645433835	1.87970576628229	7.08160542490569	6.72764822226861	0	5.35516318683686	3.62584913307464	5.92718535782637	0	3.47638168756724	0
PDZD11	7.24599600269751	7.51238492946103	5.63139347486664	7.91217080294995	0	6.12078306277158	7.73213318032608	0	0	3.08576455377831	0.91395015046086
PFDN2	7.8392056643326	7.39600531746942	7.43644261455402	7.04187813995592	7.50950092759361	7.14590538741191	7.39577762046109	3.67694435910691	0	5.10013667128545	0
PFN2	5.06842123932358	0	0	8.02597004970865	0	8.0718116023581	6.77662888685403	9.32249153759747	9.04447608833895	8.10585614119458	5.77128651221893
PHPT1	7.03918570788665	7.92967266157935	7.82483556984746	7.86962468620432	1.17680279566906	7.64734052747724	8.02053327336331	8.14072753898151	7.80451826988807	9.13545278418517	3.99759526142488
PIGF	5.39046182111709	6.39454843916717	6.68869079132989	7.57304120405865	3.49701489212914	7.18407250974515	6.1257929818834	0	4.71808758396052	8.07980475463526	0
PLP2	8.95566153913401	8.08905317215643	7.3854408423074	8.4555738137657	3.8296083668717	1.76175588724361	9.09892641586872	0	0.948600847493356	0	0
PLS3	8.05644374381063	0	0	7.52034366822517	0	6.4384986554458	8.06915086933197	0	0	0.367371065648529	0.183685532824265
POLR1C	7.36202136835078	7.4643415327611	8.29537847827296	5.29241366782748	6.4087582891138	6.96923774798529	7.72487874139973	0	0	1.64154602908752	0
POLR1D	6.55795411376723	6.97429985800373	7.31989756562037	7.05213327492777	6.75978041193285	8.41783805621421	8.35738456744365	7.98828703885414	0	4.85149920246126	0
POLR2G	8.48774189151117	8.4914122054832	8.69119900007771	8.40335294519078	8.05134715621997	8.3098805511404	8.4358719456819	8.58161487349037	0	8.49185309632967	2.6887007153929
POLR2H	8.30908308661352	8.36579750245938	8.64878299502815	7.35358794919542	7.73429492297842	8.65559418772456	8.00227218453779	1.79493566280354	0	5.42088657497553	0
POLR2K	9.40378948579878	8.03793125540046	7.99367809262973	8.12820058970333	6.19421513921504	7.4899317821953	7.81272256667285	8.08486152476468	2.97452931248388	6.97349647981295	0
POLR3K	6.88734338472941	7.08172309064488	9.2086582853048	6.88886499017852	7.49806429150813	8.09638697812975	8.05253434972994	0	0	0	0
POP5	5.93648034896699	6.50430258316317	7.34207006178385	7.51711818515321	5.29883872189036	6.87565720732086	7.67503319820144	0	0	0	0
PPIB	8.84550429775812	9.55311086723262	9.3484957996208	11.0204452512002	10.8530008960432	8.76415899316116	10.8378956048207	7.55903286774518	9.66124366730065	8.02895585225408	4.20747112786011
PPIH	4.73053515936435	6.56178435308184	7.66935232460028	4.83995958748953	7.0959265245733	5.43575216106786	5.82852110590075	0	0	4.20633064787105	0
PQBP1	6.5714991263087	5.74765593293239	7.79806313056865	5.17552460108987	4.79526031039651	6.77039867911398	7.00542561249838	2.26002565596146	0	5.68509917200661	0
PRDX2	8.31873449727221	8.12168891597662	10.0235786286097	8.21028170263923	0	9.61616580170402	9.42030901784032	10.1742890589524	10.1007805878509	10.86780382221	8.97766659764042
PRDX4	8.32149488510795	7.44997398581035	7.74906360862975	8.39064189344123	5.0732194868633	7.65678363958352	7.57845235530944	2.18903382439002	6.33735429849697	6.15076274435542	0
PRDX5	9.30856567247448	8.48836236364457	7.33108912828101	7.67355642399014	6.61055741509248	8.2615149872256	8.47160200155914	6.32445060465607	8.45811948117451	7.77985065247157	2.82962264089028
PRDX6	7.83294050145131	7.8856353701452	9.62295382511131	8.96436975028691	8.13866978377568	9.64122922628527	8.41075220895727	5.8011586560937	5.19258872156664	9.00126743679078	0
PRG2	0	0	0	0	13.7781179389161	0	0	0	0	0	0
PSENEN	8.38745782727441	5.40973035386445	7.25506521352211	7.97452931248388	5.84745225946259	7.35459280601808	7.63162246879745	4.72082566608984	6.78881619449558	5.85299758761332	0
PSMA1	8.65707344400472	9.03457889697933	9.66407848210967	9.01111541426339	9.04816796700526	9.38999329900334	9.45175737500595	7.00786824333334	7.79603960882977	8.86359780140497	0.900061676413264
PSMA2	9.07759148215355	9.47405065656882	9.35148254471602	8.95102238292863	9.03860779888842	10.1746808391598	9.54943780115162	8.21650336806264	6.57576612729644	9.01613970265525	0
PSMA3	9.77823191568989	9.67824800459908	9.49169065462407	9.36476938874434	8.42125581785892	9.94393128166234	9.77847030911808	3.56803210477128	1.11103131238874	8.05131771683587	1.22667976957695
PSMA4	9.83877606876871	9.27293298731728	10.2372692483869	9.28468531727311	9.99050218760665	10.0789444626977	9.68725158671065	9.97030724974569	9.87752954721166	9.22913124056304	5.31027849772374
