,zygote,2cell,4cell,8cell,16cell,blast
PCP4L1,10.3748892654486,10.5733823529433,11.1019080542132,8.03806343860687,4.0226628178089,0
PDCD2L,4.61941628197319,3.18120645111133,0.110164977439778,5.71923775298513,6.8874594073955,5.28993081567851
PDE8B,9.24780894103596,9.08238660363996,8.48584991122404,6.39718925588124,3.12229057892264,0
PDGFRL,5.63885204989189,5.25109047157379,6.09947287020172,4.36355958442858,0.521006948011022,0
PDLIM1,7.1157553312117,6.38530231940124,6.9952268626769,4.76558629497265,4.74594489420347,7.56541910819138
PGAM1,0.460190863446599,0.224038159173545,0.139289775229212,7.52664150126695,8.70542011176089,9.58375956670991
PGAM4,0,0,0,4.27447617111305,5.3328604092241,6.53896757912815
PGK1,5.55487600120352,4.53855686161032,5.15110463740432,4.63325677871829,5.43453834834031,8.01698376124384
PHACTR3,5.44667615095501,5.73693089482525,6.59764104314425,3.10922568561255,0.694571926450916,0
PHEX,5.62752309804577,5.52486328935996,5.51899562192625,3.18227613121889,1.33985061505675,0
PHF13,6.34755902233649,5.60794338729741,5.12576312352687,5.05784935566369,3.316271674219,0.480434872336743
PHOSPHO1,0,0,0,6.64612198971744,7.24383115973439,4.19397378028878
PKD1L3,3.52809128494857,4.35975459213192,5.90587638949503,4.98754687427565,2.15831871025749,0
PLA2G16,6.00309890504,5.60290806233328,7.02617760045308,6.75465870725191,4.33940522282257,1.89575754230193
PLA2G4C,4.49535404199952,4.42539712737112,5.62363494426928,4.37472346618323,2.43119053252374,0
PLAC1L,11.0714240442986,11.4848135570477,11.5805498258436,10.3343956881733,6.60803352064363,0
PLBD1,0.0843210177794196,0,0,4.48724707404224,5.21398159948796,4.99392321813619
PLEK2,7.36945800732365,8.07541511526943,8.32594470032302,5.1202458665903,2.07273846555118,0
PLIN2,0.197213168689851,0,0,6.71408729398388,8.06893384763077,6.18693768943977
PLK3,6.56986380247253,4.24122893029091,5.09202460902352,3.85306356913905,2.94384632876063,0
PMAIP1,0,0,0.667152555706098,6.52804594099577,5.19178261329985,0.545223490116326
PMM1,5.59622805422155,4.42924365233482,5.63932654169553,6.85112258921438,6.04278400491626,0.695278542852556
PNP,1.87936478422893,1.36958921656711,4.18878348652134,7.00874551561914,5.78643444203329,3.39938349559106
POLR3GL,5.83525136555885,6.09164206744642,5.67888181271078,4.37547537254414,2.16244273593956,0
POLR3K,1.28198661514624,1.69981873351786,0,7.71239013778744,7.59333862078297,6.79809175991499
POMZP3,6.76123140709715,6.78809732342254,6.52626872377437,5.66413230704104,5.35853453399082,0.0983035220474089
PPAP2C,2.48256890623159,1.85152332091809,2.2898942529643,5.59634536258457,6.86486272571933,0
PPP1R3C,5.15261521857149,4.31840247307682,5.37296613597749,2.24526940590767,0,0
PPP2CB,1.55504403799911,1.66986536758239,0.724847767856218,6.51094200264235,6.59454563975945,6.62050830136556
PRAMEF1,0,0,3.81347407588771,5.20343373300796,2.18991706735794,0
PRAMEF11,0,0,3.47642153975967,9.36369197599693,7.01895370091962,0
PRAMEF12,0,0,2.97581217330228,6.71643146934579,3.40849424277266,0
PRAMEF13,0,0,3.76541524768228,5.00336786866632,2.29470893490039,0
PRAMEF14,0,0,4.2976006360673,5.38103367742361,2.82595364646196,0
PRAMEF15,0,0,3.00554987790455,10.0779583079579,7.87403500318674,0
PRAMEF16,0,0,0,5.2542570094194,4.66060734308314,0
PRAMEF17,0,0,0,5.39341991440199,4.68978282266279,0
PRAMEF18,0,0,0.245005199979789,8.31097680311668,7.97396455408315,5.00321629497662
PRAMEF19,0,0,0.215463758702434,8.30132427495955,7.9510609863599,5.07967612891383
PRAMEF2,0,0,3.23100920556851,5.08770257333191,2.02673398415356,0
PRAMEF22,0,0,0,7.47814699114085,6.74747714962335,1.24818924516802
PRAMEF3,0,0,0.271858795523706,8.10610130813054,7.11894904494908,2.36209150584779
PRAMEF4,0,0,2.87437680337299,9.6184915303376,6.94538229706272,0
PRAMEF5,0,0,3.24933023067941,10.2177727237489,8.16823063713345,0
PRAMEF6,0,0,3.50249756371029,10.3135589392418,8.46382101363212,0
PRAMEF9,0,0,2.94203170228348,10.066171119199,7.88920790083599,0
PRDX4,1.74582548831335,1.01052662602704,0.363038491463363,2.51673370251257,4.16357532269085,7.05732187027839
PRIM1,3.35212480634286,2.42924292502371,2.21996170645946,0.0700621119545353,4.16639132198892,6.60868159266608
PRR15,7.83256362916137,7.81745753817957,7.77132265968287,3.11896630230879,0.226677135426836,0
PRSS8,0,0,0,0,0,7.50174584343239
PSMD7,7.31183954280476,6.3032201805942,5.77235191014364,6.35252392610209,7.00659597764237,8.27693249897765
PTGES,0,0.0823931390716699,0,0,1.09665721165639,7.71848334450276
PTGR1,2.36103363045951,2.66617879951191,2.47358544960819,0.0932502788222474,0,6.65437340545025
PTPLAD1,0.960661415134671,0.373882740077711,0,5.07578772510026,6.60068539487568,6.38573104480214
PVRL3,5.74120331401941,4.94458641858476,4.9514579960331,5.21731343260329,3.77093463733225,0
PXK,8.31511965997039,6.84692950927713,7.87143111609717,3.37882725710673,2.22754746179601,0
RAB25,2.88423633806899,3.04794322692,2.91028424427726,2.50167433172095,0,7.4175903327977
RAB9A,0.321566060720775,0,0,5.54131425236029,5.60691883911731,4.78268733384484
RAC2,5.2622828299265,5.0996991769882,5.71215311277507,3.50490132291249,0,0
RADIL,6.04140482420346,5.308678426911,6.07653210849559,1.94845975563504,1.06846316514359,0
RAI14,6.05711232349833,5.68370265545054,5.16830788602129,2.69699522973601,0.273152150034788,5.5224977715831
RARRES2,5.52130779933384,5.37987966166717,6.54657190135647,5.84794624047023,4.27336849461547,0
RBBP7,9.68392289653207,9.54676133909935,9.43685826552997,7.02673887603372,6.056776147151,5.94463602176083
RBM46,6.01916392572321,5.83055536853032,6.10559265729855,3.69097572104449,2.36751864915041,0
RBP7,0,0,0,4.72522592006759,8.26333888920551,1.20417305728658
RCN1,0.0817493661414398,0,0,0,1.54350089204399,6.32458985924659
RDBP,1.29921023631758,1.61202947812832,1.7066038842952,7.17296412122825,6.68189876863059,6.71378364460656
RDH11,0.259279654793336,0.26767414752028,0,0,2.59087394060281,6.4109045956353
RFK,0.168559811452008,0.0765783940307103,0,6.92554712590986,6.41476816580065,5.96550021531177
RFPL4A,0.324743351422129,0.526150209138874,6.05141293667756,7.21111764594426,1.93275771841778,0
RFPL4B,0,0.415938620595837,4.65421256480634,7.06077272408898,4.2166753760073,0
RGS2,11.4122810713849,13.2645618558588,12.3346687027916,7.80949139518714,7.94034768580944,3.28491444012972
RHEBL1,4.67318014037909,3.11168779603652,4.4353097742694,5.88610918541775,6.19651782031228,0
RHOXF2,0,0,0.0823931390716699,5.49724763189137,5.00452293832088,0
RHOXF2B,0,0,0,5.43175117785302,5.0267393732171,0
RND1,4.91618565263998,5.69873372909401,7.20933580798649,2.46547149486276,0.392143100601803,0
RNF122,4.61125599912451,6.45715954330313,6.75896275331386,2.10316809834373,0.180111896534454,0
RNF19B,3.2392399554874,3.8562164245248,4.77819963989609,6.59371838583396,5.89968542606117,0.491595134808842
RPF2,2.74168179336756,1.65150326272521,0.194061697446529,7.62556426599374,7.98239943519599,7.02938271963032
RPS4Y1,0.133917696048807,0,0,0,8.21542714530334,8.82320686389113
RSPO2,5.70047774527818,5.89440284630541,5.73434295016172,3.06557292909392,0.539696224194717,0
S100A10,0,0,0,2.53199652373868,3.41247389850046,8.71735416098432
S100A11,0,0,0.133917696048807,5.62758774645854,7.56981031995266,7.5253524926017
S100A13,0,0,1.21198899138833,1.92218810588803,0.736101421775475,7.31888422308946
S100A14,0,0,0.337815843964366,0,0,9.636449387239
S100A16,0,0,0,0.148742457855287,2.49268504501787,9.72654412044589
S100A6,0,0,0,0,0.833395108255617,6.49729979386125
SASS6,6.85982883801907,7.37400723912959,7.06456514641442,4.68858323175878,3.25326725313723,1.57274351974398
SBDS,0.423605612677808,0.332967408448064,0.161540894751866,6.9763521264516,6.18374144906943,5.72423127753608
SBDSP1,0,0.100189398992013,0,6.15264492527404,5.8721151087222,4.56027579299003
SCD,0,0,0,4.60568926464453,5.88468730832517,6.70298906521519
SCO1,0.328733572905571,0,0,7.12915583742926,6.70884944566159,6.1064758626401
SDHD,0.132718448024549,0.252242062187475,0,4.3664354648382,4.96855896164197,6.11719359995498
SEMA6A,0,0,0,0.429437296137005,0.330573339506733,6.31656876407942
SERHL2,5.24828707549997,6.45026711176843,7.18578263221725,4.5856818063434,2.15869661045937,0
SERPINF1,5.90273334706892,5.31653820275288,7.0262459009744,6.59496596255818,6.28333151263455,0
SERTAD1,0.715576117712822,0.559246977403372,0,8.44786247070065,8.57427117689471,1.78170635777039
SH3BGRL3,0.67004040781332,0.381428668572383,0.113870537919564,7.2710680909805,7.65904795671832,5.34012638709897
SH3GL3,4.650066172735,3.81180035657041,4.1411774442436,0,0,4.62976360402489
SHFM1,2.66425498076843,2.00356527138852,0,4.07360550815422,4.87048107937744,7.42723231205534
SLC2A3,0.290336142775025,0.0739789406935507,0,8.36356396299312,10.3495563284064,8.12369577884711
SLC34A2,0,0,2.36860100723854,7.72299010089043,4.79164758424563,2.75664376428205
SLC35E4,0.315546552027955,0.188167420833577,0,6.6482893204861,7.57601015270505,1.28567579529161
SLC35F2,0.650420323200289,1.03405042107358,0.102070358390113,7.12282583414747,8.18044678185092,3.96666932671473
SLC3A1,6.51054379965114,5.33526966471841,5.74121046643776,4.02004462940184,2.60622513829012,0
SLC43A3,6.06048860518225,5.46138777189963,5.72710350068679,1.97674046430898,0.750146088367083,0
SLC4A7,7.08751697608517,7.08741148787182,6.47638863248987,4.35800914514384,2.92281989118708,0.24549245490819
SLC6A5,5.91011115063242,7.26398762827233,7.85576091447425,7.15809165365983,4.02961003094352,0
SLC6A8,0.246311164287223,0.0849625007211562,0.10768398610174,6.16255102864844,6.18552752988658,5.41777111192014
SNAPC2,3.44176240834577,3.51942791923016,3.87533690737138,7.4157411605437,6.87138344284585,0.264275658013941
SNRPB,5.32581602372389,4.35940167908639,5.20049866668471,8.27067421346331,8.5326158394721,8.31131182462546
SOCS2,6.20266508148341,5.0619313731663,4.20527794372787,4.37264937714489,3.79240454675331,0
SOHLH2,7.61117011663469,7.35268713905879,7.57906397586623,3.16732863969813,2.2238651010936,0
SOX15,6.84236807398992,6.31397088148381,6.56404528296397,8.03202405351853,8.12976405107268,1.10355691792542
SOX2,0,0,0.16771075649855,4.39642580254889,5.64786713629791,0
SPDYC,6.85247518546192,8.06383086258877,8.41492098217316,4.75407539564926,4.2254884078108,0
SQRDL,4.37289438355383,3.80812758653636,5.23520005258844,4.06831338958817,2.05808251238138,0
SSX2,0,0,0,5.56209715317206,5.81939094697342,0.213277303316571
STK32B,4.33742698099991,4.05820785214403,5.91125929174614,5.2969708675115,2.52902390271189,0
SUSD3,6.65164040940647,5.75887900342106,5.66905490386676,3.77141075204108,0,0
SVOPL,5.87425673527348,5.86453293609498,7.21891995563136,2.715907658685,0.607178679499469,0
SYTL3,6.89136953925037,6.98924713147798,7.55805966805846,3.93833341586197,0.823591852703962,0
TADA2A,6.0299102912432,6.53159658925353,6.52614338492566,3.64690614578475,3.79048598128356,0.543598340948731
TAX1BP3,4.56727695803861,3.75315507999799,5.13534712241583,2.80766941989365,0.483256578897253,7.9085262824386
TCL1A,11.2503833492705,11.7823139899819,11.3897109032771,8.96294255615521,6.76460568102741,0
TERF2IP,1.18382713230497,0.850723516697169,1.91738543592576,6.48257441183733,6.67341391065125,0.0868835338683533
TEX19,0.912517493308379,2.21720362660638,5.50930550160035,4.92159078543111,5.08818304225511,0
TGIF1,0,0,0,5.17831530617338,5.86917547592645,4.47046413506248
TIFA,5.34457970944899,4.83326186986132,5.66495140842171,3.26834703649929,0.654902413998122,0
TIPARP,7.01301163287479,7.11087158020635,6.50306954444347,4.9077013239863,2.77790589999038,1.11047156237264
TLE6,5.80636498950993,4.66863605598037,5.99185150900716,4.55894192712326,1.38986865866171,0
TMEM163,5.7718750244711,5.21748803663092,5.47288737201743,3.7582733677293,0.312917648980259,0
TMEM60,7.43407701382264,6.98371160545879,6.37585485841344,4.13500362233184,2.72607044851892,0.306261178181065
TMEM74,5.82849168074797,4.82598163805288,5.93452785624186,2.91286482154801,1.8271738878776,0
TMEM92,0,0,0,5.30762919036759,5.42722042764972,0
TMSB10,0.413817255205254,0,0.852199624751606,5.38784671151348,2.40530180572462,6.79388784200764
TNFSF13,6.50943182341061,6.46980635487837,5.8533142201686,3.16152949747191,0.707454727205945,0
TOPORS,6.88401276987834,6.22597755486101,5.30937710619826,7.36901915405498,6.15333869184534,1.79954794840153
TOR1B,0.439793683170902,0.411425837931946,0,7.32479392934559,7.57618327766967,3.77741942683506
TOR3A,5.81393186209194,5.09565134613814,7.0857215103525,3.33370950016387,0,3.19036295827786
TOX2,5.3213571794371,5.0457931378032,5.96567612345395,4.83576130747887,2.50573305955302,0
TPM2,0,0,0,5.35471504380413,6.1684742135585,3.94370580264493
TPM4,0,0,0,0,0,7.79478245167681
TPRKB,2.69994380696791,1.42882093609525,0,5.39211373357334,7.18300092389032,5.97640389507129
TPRX1,0,0,0,9.66856391657855,8.61755318722312,0
TPRXL,8.37158579439102,8.45651964286586,8.63036337138951,4.54432823460099,1.35951580222454,0
TRAF3IP2,6.52819913712265,5.94404553306253,6.35306025239441,2.13630556214464,0,1.27291748152677
TRIM43,0,0,5.96904053382486,4.32011173640507,1.33395741339159,0
TRIM43B,0,0,6.04954361360188,4.38663253839159,1.61824301815467,0
TRIM53,0,0,5.21190369083085,6.96207173839489,4.81542482069744,0
TRIM77,8.39974548589751,9.01730471467091,8.50644695379957,3.72058923658922,1.45806059086986,0
TRIML2,0,0,0,6.03985433542871,5.88436525054073,4.41559937072674
TSPAN5,7.27684948979958,6.59964333769144,6.64057088096629,3.40869824422279,3.36882988910902,0
TSPAN6,0,0,0,2.19769231361859,3.39010606552694,5.92688225795688
TTC27,0.219479073948775,0.0817493661414398,0,4.43660574535853,5.18779518305825,4.81678719416788
TTC5,7.59221678371651,6.49938168545448,6.9788111756699,1.27142654259139,1.29768320110586,0.0765783940307103
TUBA4A,7.12491657418055,7.98315863630454,7.18405553759883,4.05102387438294,2.76483374403832,0
TUBA4B,5.86925970447913,6.66834197090851,6.4116604908503,3.89304782207394,0.994744277551077,0
TUBAL3,5.09221563824894,5.36306715853342,5.67569216808662,1.49783360926508,0,0
TUBB,0.447661781764338,0.924557881745177,0.15826694256342,4.57613904640533,7.38091350157029,9.37620552742639
TUBB4,0,0,0.184339481736365,0.520402740335352,6.29498252837573,9.9209868278812
TUBB4Q,11.0945322717043,12.2756311160345,11.1226303180001,6.71045119296874,5.47805049178967,0.620577179585759
TUBB8,13.5503522179746,14.6489347874871,13.5091509699818,8.10824663037872,6.97858399976919,1.18212512055921
TUBBP5,10.7286743099522,11.7645832077146,10.6191547185047,6.54000406875871,5.54166032337503,0.464644024713449
UBXN11,5.36444932984525,5.87958818043794,7.61458403626631,5.68015104946401,2.98710826702501,0
UCHL1,9.43830419872671,10.230143840528,10.0176220586196,7.51812277743495,4.8476138455489,0
UNC13C,6.41734864275093,7.09196076866585,6.82272743688543,4.32758305630522,2.03889528606305,0
USP2,6.79218232877863,7.90154127208737,7.56708076400524,3.990982479994,2.33070093967425,0
WBP5,0,0,0,7.33275703107236,7.12635200687671,5.51616559485455
WDR47,3.88849230283982,3.07682771289598,4.03294112288757,7.30349636461044,6.20569317207846,0.676461164989111
WDR69,6.4546198352682,6.05899605104836,6.16244604508597,0.57966152442216,0,0
WDR77,0.218361833276841,0,0,3.75486501239389,5.08796838108904,5.82973126316301
WEE2,11.6220124473606,12.0438775255322,11.6159660995837,6.65698949311304,4.5779304458654,0
WFDC2,8.05525737732324,8.6550835212656,8.92839274999751,6.39374267014434,5.40438340808965,0
YRDC,2.12506032019601,0.610304899095558,0,7.85542862536825,7.35988782033798,4.86405080685075
ZAR1L,9.53771018872143,8.59040488767753,8.64234433542293,4.59722876284982,2.86649282347887,0
ZBTB49,6.97503874689955,6.63992504879179,6.54805333006452,2.36059417293661,1.38204035539189,0
ZFP42,0,0.0778746163389724,0.153135786876862,4.8716463023282,5.37229600640044,6.91574642721675
ZHX1,5.92768552459762,5.3235550821258,5.59191086259872,4.3040078320658,3.39721573148447,0.0713700860580411
ZIM3,0,0,0.4931144401137,8.64203052561604,7.78776039938095,0
ZNF134,4.0953537251257,4.1565660445102,5.36440022138279,5.27706678463664,5.43789195406041,0.262377881291719
ZNF155,6.76950137557702,8.51659627430877,8.18525480767834,1.59501978185403,0.324304967695143,0
ZNF215,7.75000383571098,7.37253282435635,7.3429676255887,3.23143286639607,3.72344259361088,0
ZNF222,5.40340981520148,6.6909225366573,7.31115581633445,0,0,0
ZNF256,3.47134774385188,4.1684110240925,4.08924512410048,5.30457695458257,4.69831675639412,0.146390874613923
ZNF280A,0,0,1.18120324226096,9.52211835031655,9.38038760862852,0
ZNF280B,6.12432076741715,5.69271455219752,5.77625124319639,3.87442415078037,3.32812697326473,0
ZNF502,5.82650933330644,4.8620411064922,5.34972616664871,4.99855160262188,3.68736152333039,0
ZNF597,2.91735679599129,2.9133412527643,4.44331700625491,7.09343940694171,5.26516635401252,0
ZNF622,0,0,0.806576271030514,6.7689926316858,6.47483980071333,6.07369654893094
ZNF679,0,0,0,6.40367660945984,4.54084100318689,0
ZNF735,0,0,0,7.24426100564982,5.23558140916853,0
ZNF830,5.63726483888763,5.89103683503036,5.76787242831427,6.94492173516612,6.17280730374769,0.887955527100587
ZP1,5.56258423525289,4.38386227399824,4.46955010647015,3.48675684987563,3.4573293534879,0
ZP2,7.48512832461062,7.40052837000134,7.49978505436357,6.448598674917,5.29049529241373,0
ZP3,9.05598647103048,9.39983794720968,8.92031578054578,7.80338687009966,7.53655303944994,0
ZP4,6.42072243418587,6.65918802592941,7.2742448015503,5.77791865269318,4.79913621694516,0
ZSCAN4,0,0,5.05617889086127,9.16279493966112,6.47308955032028,0
ZSCAN5A,2.4548933671649,1.1400565055243,5.28848159836166,6.27315478359155,4.00279200921851,0.0707163954646478
ZSCAN5B,0.100816930584825,0.158825692454182,5.12173679744121,9.37704166218327,8.03204859706712,0
